claim_id,policyholder_id,policy_type,claim_type,region,channel,claim_date,report_date,report_lag_days,claim_amount,num_prior_claims,witnesses,police_report_filed,claim_status,is_fraud
CLM500736,PH101189,Commercial,Business Interruption,Northern Ireland,Online,2024-10-30,2024-11-25,26,19584.7,2,3,True,Approved,0
CLM500737,PH100905,Commercial,Business Interruption,North East,Broker,2024-01-05,2024-01-31,26,18133.24,0,3,True,Pending,0
CLM500738,PH100437,Auto,Windscreen,South West,Mobile App,2023-10-20,2023-10-22,2,1951.7,2,0,True,Pending,0
CLM500739,PH101082,Health,Optical,North East,Online,2024-08-20,2024-09-09,20,12231.53,6,3,True,Approved,0
CLM500740,PH100775,Life,Death Benefit,South East,Online,2024-03-12,2024-03-23,11,36053.77,1,2,True,Under Review,0
CLM500741,PH100355,Home,Flood,Wales,Branch,2023-04-26,2023-04-26,0,23159.2,2,0,False,Rejected,1
CLM500742,PH100265,Life,Death Benefit,South West,Branch,2024-06-17,2024-06-23,6,15611.6,2,3,True,Approved,0
CLM500743,PH100650,Health,Dental,South East,Online,2024-04-04,2024-04-06,2,2627.43,0,2,False,Under Review,1
CLM500744,PH101229,Life,Critical Illness,London,Broker,2024-09-10,2024-10-07,27,40314.63,3,2,False,Approved,0
CLM500745,PH100772,Home,Burglary,Midlands,Broker,2023-10-30,2023-10-30,0,13150.82,1,0,False,Approved,0
CLM500746,PH101275,Health,Dental,North East,Broker,2024-01-14,2024-01-20,6,3902.7,4,1,True,Pending,0
CLM500747,PH100584,Auto,Collision,North East,Broker,2024-07-03,2024-07-07,4,6377.29,0,3,True,Approved,0
CLM500748,PH100988,Health,Dental,Wales,Broker,2023-08-03,2023-08-04,1,3671.73,7,3,True,Approved,0
CLM500749,PH100635,Home,Storm,Wales,Online,2024-11-06,2024-11-30,24,4174.72,5,2,True,Approved,0
CLM500750,PH100303,Auto,Fire,North West,Call Center,2024-11-18,2024-11-25,7,4956.18,0,1,True,Rejected,0
CLM500751,PH100518,Travel,Delay,South West,Branch,2023-01-16,2023-02-12,27,852.16,4,0,False,Approved,0
CLM500752,PH100015,Health,Dental,Wales,Online,2023-10-31,2023-11-20,20,3062.73,7,1,False,Approved,0
CLM500753,PH100303,Commercial,Property Damage,North West,Broker,2024-12-30,2025-01-22,23,48675.05,2,1,True,Under Review,0
CLM500754,PH100161,Commercial,Business Interruption,Yorkshire,Online,2023-10-15,2023-10-31,16,45299.16,3,3,True,Approved,0
CLM500755,PH101336,Travel,Lost Luggage,North East,Call Center,2023-04-23,2023-05-22,29,1952.0,5,0,True,Approved,0
CLM500756,PH101191,Life,Death Benefit,Scotland,Branch,2023-06-29,2023-07-25,26,105579.78,2,0,False,Approved,0
CLM500757,PH100409,Health,Dental,Wales,Broker,2023-08-12,2023-08-29,17,451.9,2,2,True,Approved,0
CLM500758,PH101228,Auto,Third Party,Scotland,Mobile App,2023-09-02,2023-09-26,24,3469.45,3,2,False,Rejected,0
CLM500759,PH100714,Home,Flood,North East,Broker,2024-07-21,2024-08-03,13,2039.67,1,2,True,Under Review,0
CLM500760,PH100023,Auto,Theft,South East,Call Center,2024-09-26,2024-10-17,21,2210.98,0,2,True,Under Review,0
CLM500761,PH100505,Commercial,Liability,Yorkshire,Broker,2024-07-31,2024-08-03,3,4018.68,2,1,True,Approved,0
CLM500762,PH101479,Commercial,Property Damage,Midlands,Broker,2024-04-13,2024-04-23,10,62049.36,2,1,True,Approved,0
CLM500763,PH100520,Health,Hospitalisation,Yorkshire,Branch,2024-06-16,2024-06-20,4,4751.67,2,0,False,Approved,0
CLM500764,PH101081,Travel,Cancellation,North West,Online,2023-06-14,2023-06-16,2,4514.67,3,2,False,Rejected,1
CLM500765,PH100032,Auto,Collision,Midlands,Call Center,2023-04-29,2023-05-15,16,10957.45,4,2,True,Approved,0
CLM500766,PH101407,Home,Accidental Damage,South East,Mobile App,2023-08-16,2023-08-21,5,1041.84,6,3,True,Approved,0
CLM500767,PH100801,Travel,Medical,Midlands,Mobile App,2024-07-02,2024-07-18,16,1663.23,7,2,True,Under Review,0
CLM500768,PH100475,Travel,Delay,North West,Call Center,2023-01-11,2023-02-01,21,287.01,7,3,False,Approved,0
CLM500769,PH100736,Auto,Third Party,Scotland,Branch,2023-01-17,2023-01-30,13,2321.28,7,1,False,Approved,0
CLM500770,PH100709,Commercial,Business Interruption,Yorkshire,Broker,2024-10-07,2024-10-15,8,15181.13,0,1,False,Under Review,0
CLM500771,PH100249,Home,Burglary,Scotland,Mobile App,2023-03-19,2023-03-30,11,7055.22,5,2,True,Approved,0
CLM500772,PH100845,Home,Flood,Wales,Branch,2024-06-08,2024-06-27,19,5742.6,1,2,False,Under Review,0
CLM500773,PH100819,Life,Critical Illness,Yorkshire,Branch,2024-08-28,2024-09-20,23,7835.65,4,2,False,Approved,0
CLM500774,PH100455,Travel,Delay,Yorkshire,Mobile App,2023-01-27,2023-02-09,13,1367.12,3,3,False,Pending,0
CLM500775,PH101221,Travel,Cancellation,Midlands,Online,2023-07-27,2023-08-04,8,2231.79,3,1,True,Approved,0
CLM500776,PH100662,Commercial,Property Damage,Northern Ireland,Broker,2023-01-08,2023-01-16,8,17457.41,0,0,True,Approved,0
CLM500777,PH100490,Auto,Collision,South East,Mobile App,2023-04-03,2023-04-06,3,1965.99,2,1,False,Approved,0
CLM500778,PH101155,Auto,Windscreen,South East,Call Center,2023-12-20,2023-12-29,9,4022.12,5,1,True,Rejected,0
CLM500779,PH101345,Auto,Theft,Midlands,Mobile App,2024-08-25,2024-08-31,6,2740.49,0,0,True,Approved,0
CLM500780,PH101085,Life,Death Benefit,South West,Online,2023-12-14,2023-12-27,13,27378.28,2,1,False,Approved,0
CLM500781,PH100625,Home,Accidental Damage,North East,Broker,2024-06-27,2024-07-12,15,15694.12,6,3,False,Approved,0
CLM500782,PH100695,Life,Critical Illness,South West,Mobile App,2024-10-13,2024-11-06,24,40208.61,1,0,True,Approved,0
CLM500783,PH100610,Auto,Windscreen,Midlands,Call Center,2024-06-18,2024-06-27,9,3090.28,2,0,True,Approved,0
CLM500784,PH101119,Auto,Third Party,London,Mobile App,2024-02-28,2024-03-02,3,76.46,4,1,True,Approved,0
CLM500785,PH101181,Auto,Theft,Scotland,Mobile App,2024-11-03,2024-11-04,1,6950.37,7,3,True,Rejected,0
CLM500786,PH100761,Health,Dental,Midlands,Online,2024-05-27,2024-06-25,29,2188.17,6,0,True,Approved,0
CLM500787,PH101298,Auto,Collision,London,Branch,2024-02-17,2024-03-03,15,7591.84,0,2,False,Approved,0
CLM500788,PH100386,Life,Critical Illness,North East,Call Center,2024-04-28,2024-05-23,25,56944.65,3,0,True,Approved,0
CLM500789,PH100696,Travel,Delay,Scotland,Online,2024-07-10,2024-07-30,20,1081.18,0,0,True,Pending,0
CLM500790,PH101064,Health,Optical,North East,Branch,2023-08-07,2023-08-08,1,15291.47,6,3,False,Rejected,1
CLM500791,PH100056,Auto,Third Party,Yorkshire,Branch,2023-10-31,2023-11-20,20,3847.59,2,0,True,Under Review,0
CLM500792,PH100616,Life,Critical Illness,London,Mobile App,2023-01-17,2023-01-24,7,26573.06,2,0,True,Approved,0
CLM500793,PH100709,Travel,Delay,Yorkshire,Online,2024-09-07,2024-09-25,18,656.71,2,1,False,Approved,0
CLM500794,PH100201,Auto,Windscreen,Northern Ireland,Mobile App,2024-07-26,2024-07-27,1,40380.96,2,0,False,Approved,1
CLM500795,PH100284,Commercial,Liability,Wales,Mobile App,2023-12-31,2024-01-16,16,41589.67,6,0,True,Approved,0
CLM500796,PH100699,Life,Critical Illness,North East,Broker,2023-11-06,2023-11-12,6,3293.98,7,2,False,Rejected,0
CLM500797,PH100658,Travel,Cancellation,Scotland,Branch,2024-01-06,2024-01-07,1,2124.55,4,2,False,Approved,0
CLM500798,PH100374,Life,Death Benefit,South West,Broker,2024-09-11,2024-09-16,5,46181.39,6,2,True,Pending,0
CLM500799,PH101214,Travel,Medical,South West,Online,2023-06-09,2023-06-09,0,495.66,7,2,True,Under Review,1
CLM500800,PH100833,Health,Hospitalisation,South West,Broker,2023-11-23,2023-12-16,23,1126.99,7,3,True,Approved,0
CLM500801,PH101428,Commercial,Business Interruption,North East,Broker,2023-08-12,2023-09-05,24,32191.08,2,1,False,Approved,0
CLM500802,PH100840,Home,Fire,Yorkshire,Mobile App,2023-04-02,2023-04-22,20,26333.88,5,2,True,Pending,0
CLM500803,PH100811,Life,Critical Illness,Wales,Branch,2023-09-23,2023-10-06,13,11642.85,3,2,True,Under Review,0
CLM500804,PH100352,Travel,Cancellation,South East,Online,2024-06-24,2024-07-10,16,179.55,2,2,True,Approved,0
CLM500805,PH100022,Health,Dental,Scotland,Call Center,2023-03-20,2023-03-21,1,4039.11,7,0,False,Approved,1
CLM500806,PH101284,Commercial,Property Damage,South East,Branch,2024-02-25,2024-03-01,5,24497.09,4,3,False,Approved,0
CLM500807,PH100867,Commercial,Business Interruption,Yorkshire,Online,2023-04-22,2023-04-25,3,3473.4,3,2,True,Pending,0
CLM500808,PH100718,Home,Storm,South West,Online,2024-01-05,2024-01-06,1,14714.24,7,3,False,Approved,1
CLM500809,PH100026,Commercial,Liability,South East,Broker,2024-12-11,2024-12-29,18,13764.09,3,2,True,Approved,0
CLM500810,PH101177,Commercial,Property Damage,North East,Mobile App,2024-07-07,2024-07-07,0,54621.26,1,3,False,Approved,1
CLM500811,PH101421,Health,Hospitalisation,Northern Ireland,Broker,2023-08-10,2023-09-07,28,1136.18,5,3,True,Approved,0
CLM500812,PH100342,Auto,Fire,London,Branch,2023-07-20,2023-07-28,8,2980.59,4,3,True,Approved,0
CLM500813,PH100613,Home,Accidental Damage,London,Branch,2023-10-17,2023-10-21,4,968.19,5,1,False,Pending,0
CLM500814,PH100143,Health,Optical,Midlands,Broker,2023-05-26,2023-06-06,11,2552.44,5,3,True,Pending,0
CLM500815,PH101347,Auto,Windscreen,South East,Mobile App,2023-12-20,2023-12-25,5,1641.59,3,3,True,Approved,0
CLM500816,PH101216,Home,Accidental Damage,Wales,Broker,2024-04-08,2024-04-28,20,6825.61,5,1,False,Under Review,0
CLM500817,PH101172,Commercial,Liability,Midlands,Online,2023-09-09,2023-09-14,5,27602.02,7,0,True,Approved,0
CLM500818,PH101271,Life,Critical Illness,Midlands,Call Center,2024-07-05,2024-07-21,16,57086.41,3,3,True,Approved,0
CLM500819,PH100142,Health,Outpatient,Wales,Broker,2024-11-01,2024-11-08,7,5391.93,2,3,False,Under Review,0
CLM500820,PH100253,Auto,Third Party,Scotland,Call Center,2023-12-17,2024-01-12,26,1559.75,5,2,True,Approved,0
CLM500821,PH101413,Auto,Fire,North East,Call Center,2023-09-09,2023-09-14,5,5003.83,0,2,False,Pending,0
CLM500822,PH100781,Commercial,Liability,North West,Mobile App,2023-12-12,2024-01-05,24,17180.69,0,1,True,Approved,0
CLM500823,PH100823,Travel,Lost Luggage,  SOUTH EAST ,Call Center,2024-11-06,2024-11-10,4,320.7,1,1,True,Under Review,0
CLM500824,PH101377,Life,Death Benefit,North West,Branch,2024-09-07,2024-09-28,21,44160.45,2,1,True,Rejected,0
CLM500825,PH101083,Life,Critical Illness,North East,Broker,2023-08-26,2023-09-13,18,99566.08,5,3,True,Approved,0
CLM500826,PH100619,Life,Death Benefit,London,Broker,2023-11-04,2023-11-30,26,25774.98,6,1,True,Approved,0
CLM500827,PH100381,Life,Death Benefit,North East,Branch,2024-03-20,2024-04-07,18,36102.22,3,2,True,Pending,0
CLM500828,PH100571,Life,Death Benefit,Yorkshire,Mobile App,2023-11-29,2023-12-06,7,26639.93,3,3,False,Pending,0
CLM500829,PH100556,Life,Critical Illness,North East,Online,2023-11-12,2023-11-29,17,19730.27,1,3,True,Approved,0
CLM500830,PH100766,Travel,Cancellation,South West,Call Center,2023-10-04,2023-10-04,0,654.86,5,1,False,Approved,0
CLM500831,PH100795,Travel,Delay,North West,Mobile App,2023-12-29,2024-01-07,9,263.82,4,0,True,Rejected,0
CLM500832,PH101179,Commercial,Liability,Wales,Mobile App,2024-04-08,2024-04-10,2,36348.75,7,1,True,Approved,0
CLM500833,PH100870,Commercial,Business Interruption,London,Broker,2024-07-27,2024-08-23,27,21963.49,2,1,True,Pending,0
CLM500834,PH100768,Life,Death Benefit,Yorkshire,Online,2023-11-21,2023-12-16,25,46438.3,1,3,True,Rejected,0
CLM500835,PH100241,Health,Dental,North West,Online,2023-04-07,2023-04-19,12,430.78,4,1,True,Rejected,0
CLM500836,PH100172,Home,Storm,Wales,Call Center,2023-03-16,2023-03-18,2,2669.8,1,2,True,Under Review,0
CLM500837,PH100001,Life,Critical Illness,South West,Mobile App,2023-03-12,2023-03-27,15,6198.1,7,2,True,Pending,0
CLM500838,PH100306,Life,Critical Illness,North West,Broker,2024-09-29,2024-10-16,17,12392.5,5,0,False,Approved,0
CLM500839,PH100930,Auto,Windscreen,North East,Call Center,2023-12-09,2023-12-09,0,3285.13,2,0,True,Approved,0
CLM500840,PH101087,Home,Flood,Northern Ireland,Call Center,2024-02-14,2024-02-27,13,16222.3,6,1,True,Pending,0
CLM500841,PH101226,Home,Burglary,Wales,Branch,2024-03-24,2024-03-24,0,6167.91,0,0,True,Approved,0
CLM500842,PH101065,Auto,Fire,Scotland,Call Center,2023-05-04,2023-05-06,2,9725.36,0,3,True,Pending,0
CLM500843,PH100856,Auto,Theft,Scotland,Online,2024-06-01,2024-06-12,11,3636.32,0,2,True,Approved,0
CLM500844,PH100944,Commercial,Business Interruption,South East,Mobile App,2024-07-30,2024-07-30,0,36885.56,3,1,False,Rejected,1
CLM500845,PH100239,Home,Burglary,London,Broker,2024-01-11,2024-01-24,13,11151.65,6,2,False,Approved,0
CLM500846,PH101394,Travel,Cancellation,Midlands,Branch,2023-02-02,2023-02-21,19,263.0,2,2,False,Approved,0
CLM500847,PH100644,Auto,Third Party,Northern Ireland,Online,2024-06-15,2024-06-15,0,3546.21,0,1,False,Under Review,1
CLM500848,PH100308,Health,Optical,London,Mobile App,2023-12-06,2024-01-02,27,2770.22,5,2,True,Under Review,0
CLM500849,PH100104,Auto,Fire,North East,Mobile App,2023-05-09,2023-06-05,27,982.58,2,2,True,Approved,0
CLM500850,PH100290,Home,Burglary,Wales,Broker,2024-11-17,2024-11-19,2,2860.18,3,2,True,Approved,0
CLM500851,PH100035,Home,Burglary,Northern Ireland,Broker,2023-08-02,2023-08-15,13,4197.62,0,2,True,Approved,0
CLM500852,PH100939,Auto,Third Party,Midlands,Mobile App,2024-06-27,2024-07-26,29,2910.18,1,0,True,Approved,0
CLM500853,PH101118,Home,Flood,North West,Broker,2024-04-18,2024-05-15,27,4581.87,3,0,True,Pending,0
CLM500854,PH100286,Life,Critical Illness,South East,Branch,2023-08-29,2023-09-24,26,100227.32,2,3,True,Pending,0
CLM500855,PH100190,Home,Storm,London,Branch,2024-08-10,2024-08-21,11,10108.65,3,2,True,Pending,0
CLM500856,PH100362,Health,Hospitalisation,London,Call Center,2024-03-18,2024-03-25,7,2954.19,6,2,True,Rejected,0
CLM500857,PH100800,Health,Outpatient,Northern Ireland,Online,2024-07-10,2024-07-31,21,420.69,0,0,True,Approved,0
CLM500858,PH101161,Commercial,Property Damage,Scotland,Mobile App,2023-11-28,2023-12-16,18,12798.49,0,0,True,Approved,0
CLM500859,PH100298,Health,Hospitalisation,Midlands,Online,2024-07-23,2024-08-18,26,5146.94,6,3,True,Approved,0
CLM500860,PH101151,Auto,Third Party,Midlands,Call Center,2023-08-01,2023-08-07,6,6036.33,2,1,False,Under Review,0
CLM500861,PH100667,Auto,Fire,South East,Broker,2023-03-18,2023-03-29,11,1965.07,1,0,True,Approved,0
CLM500862,PH100913,Auto,Third Party,Midlands,Call Center,2024-08-13,2024-08-22,9,4912.59,7,3,False,Rejected,0
CLM500863,PH101227,Health,Dental,South West,Call Center,2024-03-26,2024-04-20,25,2544.67,3,1,True,Pending,0
CLM500864,PH100928,Home,Burglary,South West,Online,2024-02-12,2024-02-16,4,5458.38,4,2,True,Pending,0
CLM500865,PH101310,Health,Optical,Midlands,Mobile App,2023-04-01,2023-04-05,4,8656.23,2,3,True,Rejected,0
CLM500866,PH100799,Health,Outpatient,London,Broker,2024-11-15,2024-11-29,14,5787.51,0,1,False,Approved,0
CLM500867,PH101035,Health,Dental,London,Broker,2024-07-06,2024-07-24,18,8023.76,2,3,True,Approved,0
CLM500868,PH101419,Home,Accidental Damage,South East,Broker,2024-12-04,2024-12-19,15,9914.84,6,2,True,Under Review,0
CLM500869,PH100030,Travel,Medical,North East,Online,2024-10-08,2024-10-20,12,1748.66,7,0,True,Approved,0
CLM500870,PH101361,Travel,Cancellation,North East,Call Center,2023-09-04,2023-09-15,11,1442.57,2,0,False,Approved,0
CLM500871,PH100456,Home,Burglary,North East,Branch,2024-10-16,2024-10-31,15,20915.42,0,3,True,Pending,0
CLM500872,PH100171,Life,Death Benefit,Northern Ireland,Mobile App,2024-02-01,2024-02-22,21,66946.58,6,2,True,Under Review,0
CLM500873,PH100643,Life,Critical Illness,Wales,Mobile App,2024-04-17,2024-05-04,17,39663.47,6,1,False,Rejected,0
CLM500874,PH100352,Travel,Lost Luggage,South East,Broker,2024-01-13,2024-01-30,17,1365.25,5,3,False,Under Review,0
CLM500875,PH100830,Home,Storm,Yorkshire,Online,2024-06-06,2024-06-06,0,35833.71,3,3,False,Under Review,1
CLM500876,PH100796,Home,Accidental Damage,South West,Broker,2023-10-22,2023-11-16,25,2173.13,7,0,True,Approved,0
CLM500877,PH101107,Commercial,Property Damage,Yorkshire,Call Center,2023-04-06,2023-04-17,11,22318.67,2,0,False,Approved,0
CLM500878,PH100547,Health,Outpatient,Yorkshire,Call Center,2023-03-01,2023-03-08,7,984.24,7,0,True,Approved,0
CLM500879,PH100621,Auto,Theft,North West,Mobile App,2023-08-29,2023-09-24,26,2489.23,3,2,False,Approved,0
CLM500880,PH100579,Health,Hospitalisation,London,Mobile App,2023-11-06,2023-11-15,9,1114.38,0,0,False,Approved,0
CLM500881,PH100341,Home,Storm,Scotland,Mobile App,2023-03-22,2023-03-31,9,4067.1,7,2,False,Pending,0
CLM500882,PH100885,Health,Dental,Wales,Call Center,2023-08-05,2023-08-06,1,1639.69,5,3,False,Approved,0
CLM500883,PH100648,Travel,Cancellation,Northern Ireland,Branch,2023-06-07,2023-06-12,5,444.75,6,3,True,Approved,0
CLM500884,PH100642,Auto,Theft,Northern Ireland,Branch,2023-07-29,2023-08-17,19,977.1,3,3,True,Approved,0
CLM500885,PH100544,Commercial,Business Interruption,London,Branch,2024-09-14,2024-09-16,2,11638.0,7,0,True,Approved,0
CLM500886,PH100531,Home,Flood,London,Online,2024-02-12,2024-02-17,5,1925.18,7,0,False,Pending,0
CLM500887,PH101394,Travel,Delay,Midlands,Online,2023-03-16,2023-03-24,8,846.95,5,2,True,Approved,0
CLM500888,PH100213,Travel,Cancellation,Northern Ireland,Online,2023-09-08,2023-09-08,0,6386.02,6,0,True,Under Review,1
CLM500889,PH101265,Commercial,Liability,Northern Ireland,Call Center,2024-10-01,2024-10-06,5,17715.74,6,3,False,Approved,0
CLM500890,PH101261,Travel,Delay,North West,Branch,2023-01-07,2023-01-26,19,139.54,7,3,False,Pending,0
CLM500891,PH101341,Travel,Medical,Wales,Broker,2024-01-06,2024-01-31,25,572.42,6,0,True,Approved,0
CLM500892,PH100348,Commercial,Property Damage,South East,Online,2023-02-18,2023-03-06,16,14855.95,0,1,True,Approved,0
CLM500893,PH101169,Travel,Medical,South West,Branch,2024-03-08,2024-03-15,7,206.69,1,0,False,Approved,0
CLM500894,PH100326,Auto,Fire,South East,Broker,2024-05-02,2024-05-02,0,852.25,6,3,True,Rejected,0
CLM500895,PH100376,Travel,Delay,Midlands,Branch,2024-07-18,2024-08-15,28,2699.07,7,1,True,Under Review,0
CLM500896,PH101233,Life,Critical Illness,North West,Branch,2023-09-29,2023-10-03,4,11328.52,0,1,False,Approved,0
CLM500897,PH100313,Life,Death Benefit,North West,Broker,2024-06-29,2024-06-30,1,8027.92,5,0,False,Rejected,1
CLM500898,PH101135,Travel,Cancellation,Northern Ireland,Branch,2024-10-29,2024-11-22,24,1123.55,3,3,True,Approved,0
CLM500899,PH100735,Commercial,Property Damage,North West,Call Center,2024-07-24,2024-07-29,5,33018.41,3,3,True,Approved,0
CLM500900,PH100344,Auto,Windscreen,Midlands,Branch,2023-12-08,2023-12-24,16,5391.07,2,1,True,Approved,0
CLM500901,PH100204,Travel,Lost Luggage,North West,Online,2023-04-21,2023-04-23,2,1403.52,7,1,True,Approved,1
CLM500902,PH100782,Auto,Theft,South East,Broker,2023-10-25,2023-11-08,14,7366.68,5,3,True,Approved,0
CLM500903,PH100526,Commercial,Business Interruption,South East,Online,2024-11-11,2024-11-19,8,52897.25,5,2,True,Approved,0
CLM500904,PH100781,Commercial,Business Interruption,North West,Broker,2024-06-16,2024-06-23,7,6535.68,4,3,False,Under Review,0
CLM500905,PH100253,Life,Death Benefit,Scotland,Online,2024-02-26,2024-03-02,5,41520.2,0,2,True,Approved,0
CLM500906,PH100666,Home,Accidental Damage,Midlands,Call Center,2023-03-18,2023-03-23,5,20671.86,5,1,True,Approved,0
CLM500907,PH101337,Travel,Lost Luggage,Scotland,Branch,2024-09-19,2024-10-03,14,586.29,7,3,True,Pending,0
CLM500908,PH101390,Commercial,Property Damage,South East,Online,2023-10-29,2023-11-01,3,56954.65,4,2,True,Approved,0
CLM500909,PH100711,Travel,Medical,Northern Ireland,Broker,2023-05-13,2023-06-06,24,882.98,1,0,True,Pending,0
CLM500910,PH100467,Commercial,Liability,North West,Broker,2023-02-09,2023-02-10,1,15373.26,6,2,False,Approved,0
CLM500911,PH100493,Home,Storm,North East,Online,2023-03-20,2023-03-23,3,12593.17,5,3,True,Rejected,0
CLM500912,PH100284,Life,Death Benefit,Wales,Branch,2024-04-06,2024-04-30,24,97047.17,6,0,True,Under Review,0
CLM500913,PH100180,Commercial,Liability,North West,Branch,2023-08-08,2023-08-22,14,13712.62,2,2,True,Approved,0
CLM500914,PH101175,Home,Burglary,Scotland,Online,2023-04-13,2023-05-05,22,5490.66,6,2,True,Approved,0
CLM500915,PH101229,Commercial,Property Damage,London,Mobile App,2024-05-11,2024-05-22,11,5565.6,7,2,True,Pending,0
CLM500916,PH100448,Home,Accidental Damage,South West,Broker,2024-03-24,2024-04-02,9,3469.78,0,0,True,Approved,0
CLM500917,PH100083,Life,Death Benefit,North West,Mobile App,2024-02-10,2024-03-04,23,8377.09,7,2,True,Under Review,0
CLM500918,PH100810,Travel,Delay,North West,Branch,2023-03-29,2023-04-25,27,2751.69,5,3,True,Approved,0
CLM500919,PH100260,Auto,Windscreen,Wales,Online,2024-06-10,2024-06-24,14,4250.49,2,3,False,Approved,0
CLM500920,PH100496,Home,Flood,South East,Branch,2023-07-19,2023-08-02,14,3099.59,6,1,True,Pending,0
CLM500921,PH100695,Travel,Medical,South West,Call Center,2024-09-03,2024-09-21,18,13.09,6,0,True,Approved,0
CLM500922,PH100094,Commercial,Business Interruption,Northern Ireland,Online,2023-01-04,2023-01-22,18,14987.74,0,2,True,Under Review,0
CLM500923,PH101148,Health,Hospitalisation,Yorkshire,Branch,2024-08-18,2024-09-11,24,3141.97,2,0,True,Approved,0
CLM500924,PH101134,Auto,Fire,Northern Ireland,Call Center,2024-09-17,2024-10-01,14,1296.74,7,2,True,Approved,0
CLM500925,PH101156,Travel,Cancellation,North East,Branch,2024-11-27,2024-12-23,26,149.07,6,0,True,Approved,0
CLM500926,PH100600,Life,Critical Illness,Wales,Broker,2023-09-23,2023-09-25,2,7283.51,4,3,False,Rejected,1
CLM500927,PH100919,Home,Burglary,South West,Mobile App,2024-03-14,2024-03-23,9,6994.83,2,3,True,Under Review,0
CLM500928,PH100876,Commercial,Liability,South West,Broker,2023-10-31,2023-11-06,6,15168.84,4,2,False,Approved,0
CLM500929,PH100082,Travel,Cancellation,North West,Mobile App,2023-06-18,2023-07-09,21,2848.57,6,2,True,Rejected,0
CLM500930,PH100866,Home,Flood,Midlands,Online,2024-01-15,2024-01-29,14,1322.82,1,2,False,Pending,0
CLM500931,PH101211,Travel,Cancellation,North East,Call Center,2024-07-29,2024-08-18,20,3233.67,4,1,True,Approved,0
CLM500932,PH100414,Health,Hospitalisation,Midlands,Call Center,2024-11-15,2024-12-06,21,2176.18,3,1,False,Approved,0
CLM500933,PH101441,Commercial,Property Damage,Scotland,Broker,2023-11-12,2023-11-17,5,12334.98,1,2,False,Approved,0
CLM500934,PH100683,Auto,Windscreen,Midlands,Branch,2024-05-31,2024-06-09,9,4466.47,7,3,True,Pending,0
CLM500935,PH100102,Commercial,Liability,London,Mobile App,2024-12-04,2024-12-26,22,30013.06,2,3,False,Approved,0
CLM500936,PH101298,Travel,Delay,London,Online,2024-07-27,2024-08-08,12,191.47,1,3,True,Under Review,0
CLM500937,PH101006,Commercial,Liability,North West,Branch,2024-07-13,2024-07-15,2,11913.54,6,3,False,Approved,0
CLM500938,PH100393,Travel,Cancellation,South East,Online,2024-08-04,2024-08-06,2,1058.71,0,1,True,Approved,0
CLM500939,PH100784,Commercial,Business Interruption,Northern Ireland,Mobile App,2023-08-26,2023-08-30,4,15786.65,2,3,True,Approved,0
CLM500940,PH101180,Travel,Medical,South West,Mobile App,2023-11-15,2023-11-21,6,2068.68,7,1,True,Approved,0
CLM500941,PH101006,Auto,Windscreen,North West,Branch,2024-06-21,2024-07-06,15,2765.17,6,0,False,Pending,0
CLM500942,PH101368,Health,Dental,Northern Ireland,Online,2023-04-11,2023-04-28,17,1865.38,1,1,True,Approved,0
CLM500943,PH100524,Health,Optical,North West,Call Center,2023-06-07,2023-06-23,16,3477.06,1,3,True,Approved,0
CLM500944,PH100501,Travel,Cancellation,South West,Mobile App,2023-02-07,2023-02-16,9,748.7,3,3,False,Pending,0
CLM500945,PH100983,Travel,Delay,South West,Branch,2023-05-01,2023-05-20,19,2611.91,3,1,True,Pending,0
CLM500946,PH100007,Health,Outpatient,Wales,Mobile App,2024-11-15,2024-11-27,12,2665.99,3,3,False,Under Review,0
CLM500947,PH101443,Health,Optical,Wales,Call Center,2023-10-29,2023-11-17,19,2739.91,1,0,True,Pending,0
CLM500948,PH100299,Home,Burglary,Yorkshire,Online,2023-10-26,2023-11-19,24,10956.83,6,2,True,Approved,0
CLM500949,PH101172,Commercial,Property Damage,Midlands,Online,2024-03-13,2024-03-15,2,30145.43,3,0,True,Rejected,0
CLM500950,PH100921,Commercial,Liability,South West,Broker,2024-08-18,2024-08-27,9,38565.17,5,2,True,Approved,0
CLM500951,PH101475,Auto,Windscreen,Scotland,Call Center,2024-07-03,2024-07-04,1,7556.55,3,1,True,Rejected,0
CLM500952,PH101050,Health,Optical,Scotland,Mobile App,2023-06-14,2023-07-09,25,540.09,7,0,True,Pending,0
CLM500953,PH101213,Home,Storm,North East,Mobile App,2023-10-21,2023-10-29,8,4551.46,3,3,True,Under Review,0
CLM500954,PH100433,Travel,Medical,Scotland,Mobile App,2024-06-13,2024-07-01,18,6297.52,4,3,False,Rejected,0
CLM500955,PH101006,Home,Burglary,North West,Broker,2024-11-04,2024-11-18,14,-13259.69,0,0,True,Approved,0
CLM500956,PH101403,Health,Dental,Northern Ireland,Online,2024-06-20,2024-07-01,11,2280.34,4,3,True,Approved,0
CLM500957,PH100973,Travel,Cancellation,North West,Broker,2024-07-13,2024-07-13,0,13707.67,0,2,False,Rejected,1
CLM500958,PH100525,Auto,Collision,North West,Call Center,2024-04-06,2024-04-19,13,5052.41,7,2,True,Rejected,0
CLM500959,PH100084,Life,Critical Illness,Scotland,Online,2024-06-21,2024-07-05,14,96843.52,7,1,False,Pending,0
